Name,Model,Date of assembly,Price,Brand,KM Driven,Fuel Type,Body Type,Seat capicity,No. of prev owners,Transmission,city
2022 Used Mercedes-Benz E-Class in Pune,E-Class [2017-2021],2022,7000000,Mercedes-Benz,30500,Diesel,Sedan,5,First Owner,Automatic,parbhani
2023 Used Mercedes-Benz E-Class in Pune,E-Class [2015-2017],2023,7000000,Mercedes-Benz,30700,Petrol,Sedan,5,First Owner ,Automatic,parbhani
2025 Used Mercedes-Benz GLC in Pune,GLC,2025,8400000,Mercedes-Benz,2567,Diesel,SUV,5,UnRegistered Car,Automatic (TC),parbhani
2024 Used Mercedes-Benz EQA in Pune,EQA,2024,6450000,Mercedes-Benz,3400,Electric,SUV,5,UnRegistered Car,Automatic,parbhani
2024 Used Mercedes-Benz EQB in Pune,EQB,2024,7125000,Mercedes-Benz,2700,Electric,SUV,5,UnRegistered Car,Automatic,parbhani
2024 Used Mercedes-Benz GLE in Pune,GLE [2020-2023],2024,12075000,Mercedes-Benz,8200,Petrol,SUV,5,UnRegistered Car,Automatic (TC),parbhani
2023 Used Mercedes-Benz EQB in Pune,EQB,2023,6570000,Mercedes-Benz,7000,Electric,SUV,5,First Owner ,Automatic,parbhani
2021 Used Mercedes-Benz GLE in Pune,GLE [2020-2023],2021,7000000,Mercedes-Benz,56000,Diesel,SUV,5,First Owner ,Automatic (TC),parbhani
2025 Used Mercedes-Benz C-Class in Pune,C-Class,2025,6350000,Mercedes-Benz,400,Mild Hybrid(Electric + Petrol),Sedan,5,UnRegistered Car,Automatic (TC),parbhani
2024 Used Mercedes-Benz C-Class in Pune,C-Class,2024,7250000,Mercedes-Benz,1022,Mild Hybrid(Electric + Petrol),Sedan,5,UnRegistered Car,Automatic (TC),parbhani
2024 Used Mercedes-Benz GLS in Pune,GLS,2024,15250000,Mercedes-Benz,6000,Diesel,SUV,7,UnRegistered Car,Automatic (TC),parbhani
2025 Used Mercedes-Benz GLC in Pune,GLC,2025,8500000,Mercedes-Benz,3000,Diesel,SUV,5,UnRegistered Car,Automatic (TC),parbhani
2024 Used Mercedes-Benz AMG GLC 43 Coupe in Pune,AMG GLC43 Coupe [2020-2024],2024,12200000,Mercedes-Benz,3800,Petrol,Coupe,5,UnRegistered Car,Automatic (TC),parbhani
2022 Used Tata Nexon in Nanded,Nexon [2020-2023],2022,947000,Tata,5500,Petrol,CompactSuv,5,First Owner ,Manual,parbhani
2010 Used Skoda Laura in Hingoli,Laura,2010,175000,Skoda,187500,Diesel,Sedan,5,Second Owner ,Automatic,parbhani
2022 Used Maruti Suzuki Baleno in Parbhani,Baleno,2022,800000,Maruti Suzuki,30000,Petrol,Hatchback,5,Second Owner ,Automatic (AMT),parbhani
2016 Used Hyundai Grand i10 in Parbhani,Grand i10 [2013-2017],2016,350000,Hyundai,100000,Diesel,Hatchback,5,4 or More Owners,Manual,parbhani
2017 Used Maruti Suzuki DZire in Parbhani,Dzire [2017-2020],2017,485000,Maruti Suzuki,250000,Diesel,CompactSedan,5,4 or More Owners,Manual,parbhani
2012 Used Maruti Suzuki Swift DZire in Parbhani,Swift DZire [2011-2015],2012,350000,Maruti Suzuki,110000,Diesel,Sedan,5,Second Owner ,Manual,parbhani
2012 Used Toyota Etios in Parbhani,Etios [2010-2013],2012,300000,Toyota,53000,Petrol,Sedan,5,First Owner ,Manual,parbhani
2018 Used Maruti Suzuki S-Cross in Parbhani,S-Cross [2017-2020],2018,850000,Maruti Suzuki,124000,Diesel,SUV,5,Second Owner ,Manual,parbhani
2014 Used Tata Vista in Parbhani,Indica Vista [2012-2014],2014,180000,Tata,80000,Diesel,Hatchback,5,First Owner ,Manual,parbhani
2024 Used Maruti Suzuki Baleno in Bijnor,Baleno,2024,729000,Maruti Suzuki,11650,Petrol,Hatchback,5,First Owner ,Manual,bijnor
2022 Used Hyundai Elite i20 in Dehradun,i20 [2020-2023],2022,645000,Hyundai,15010,Petrol,Hatchback,5,First Owner ,Manual,bijnor
2016 Used Honda Amaze in Dehradun,Amaze [2013-2016],2016,390000,Honda,83023,Diesel,Sedan,5,Second Owner ,Manual,bijnor
2017 Used Maruti Suzuki Vitara Brezza in Dehradun,Vitara Brezza [2016-2020],2017,690000,Maruti Suzuki,57643,Diesel,SUV,5,First Owner ,Manual,bijnor
2024 Used Tata Tiago in Dehradun,Tiago,2024,655000,Tata,4241,Petrol,Hatchback,5,First Owner ,Manual,bijnor
2020 Used Mahindra Bolero in Dehradun,Bolero [2011-2020],2020,790000,Mahindra,55407,Diesel,SUV,7,First Owner ,Manual,bijnor
2021 Used Maruti Suzuki Celerio in Dehradun,Celerio [2017-2021],2021,490000,Maruti Suzuki,55315,Petrol,Hatchback,5,First Owner ,Manual,bijnor
2015 Used Renault Duster in Dehradun,Duster [2012-2015],2015,360000,Renault,89000,Diesel,SUV,5,Second Owner,Manual,bijnor
2013 Used Hyundai i10 in Dehradun,i10 [2010-2017],2013,280000,Hyundai,99000,Petrol,Hatchback,5,First Owner ,Automatic,bijnor
2002 Used Maruti Suzuki 800 in Dehradun,800 [1984-1986],2002,75000,Maruti Suzuki,70471,Petrol,Sedan,0,First Owner ,Manual,bijnor
2013 Used Maruti Suzuki Swift in Dehradun,Swift [2011-2014],2013,325000,Maruti Suzuki,75000,Petrol,Hatchback,5,First Owner ,Manual,bijnor
2019 Used Hyundai Elite i20 in Dehradun,Elite i20 [2019-2020],2019,635000,Hyundai,36000,Petrol,Hatchback,5,First Owner ,Automatic (CVT),bijnor
2021 Used Maruti Suzuki Ignis in Dehradun,Ignis [2017-2019],2021,465000,Maruti Suzuki,67000,Petrol,Hatchback,5,First Owner ,Manual,bijnor
2013 Used Maruti Suzuki Swift DZire in Dehradun,Swift DZire [2011-2015],2013,325000,Maruti Suzuki,80000,Petrol,Sedan,5,Third Owner ,Manual,bijnor
2018 Used Hyundai Elite i20 in Dehradun,Elite i20 [2017-2018],2018,470000,Hyundai,31000,Petrol,Hatchback,5,Second Owner,Manual,bijnor
2015 Used Hyundai Grand i10 in Dehradun,Grand i10 [2013-2017],2015,395000,Hyundai,72000,Petrol,Hatchback,5,First Owner,Manual,bijnor
2021 Used Mahindra Thar in Chandpur,Thar,2021,1200000,Mahindra,45000,Petrol,SUV,4,Second Owner ,Automatic (TC),bijnor
2025 Used Maruti Suzuki Vitara Brezza in Muzaffarnagar,Brezza,2025,880000,Maruti Suzuki,3000,Petrol,CompactSuv,5,First Owner ,Manual,bijnor
2020 Used Mahindra XUV500 in Meerut,XUV500,2020,850000,Mahindra,60000,Diesel,SUV,7,Second Owner ,Manual,bijnor
2013 Used Maruti Suzuki Alto 800 in Meerut,Alto 800 [2012-2016],2013,185000,Maruti Suzuki,57000,Petrol,Hatchback,5,First Owner ,Manual,bijnor
2019 Used Toyota Innova Crysta in Meerut,Innova Crysta [2020-2023],2019,1275000,Toyota,80000,Diesel,MPV_MUV,7,First Owner ,Manual,bijnor
2010 Used Chevrolet Spark in Meerut,Spark,2010,110000,Chevrolet,60000,Petrol,Hatchback,5,First Owner ,Manual,bijnor
2016 Used Renault Koleos in Meerut,Koleos [2014-2017],2016,525000,Renault,110000,Diesel,SUV,5,First Owner ,Automatic,bijnor
2018 Used Maruti Suzuki Ciaz in Dehradun,Ciaz [2017-2018],2018,625000,Maruti Suzuki,86000,Petrol,Sedan,5,First Owner,Manual,bijnor
2016 Used Mahindra XUV500 in Farrukhabad,XUV500 [2015-2018],2016,650000,Mahindra,72500,Diesel,SUV,7,Second Owner ,Manual,farrukhabad
2019 Used Datsun Redigo in Farrukhabad,redi-GO [2016-2020],2019,250000,Datsun,30000,Petrol,Hatchback,5,Second Owner ,Manual,farrukhabad
2012 Used Maruti Suzuki Ritz in Farrukhabad,Ritz [2009-2012],2012,215000,Maruti Suzuki,65000,Petrol,Hatchback,5,Third Owner ,Manual,farrukhabad
2017 Used Maruti Suzuki Vitara Brezza in Farrukhabad,Vitara Brezza [2016-2020],2017,600000,Maruti Suzuki,109000,Diesel,SUV,5,Second Owner ,Manual,farrukhabad
2022 Used Hyundai Venue in Farrukhabad,Venue [2019-2022],2022,850000,Hyundai,50000,Diesel,CompactSuv,5,First Owner ,Manual,farrukhabad
2006 Used Mahindra Bolero in Farrukhabad,Bolero [2000-2007],2006,150000,Mahindra,148800,Diesel,SUV,10,First Owner ,Manual,farrukhabad
2024 Used Hyundai Exter in Farrukhabad,Exter,2024,750000,Hyundai,9600,Petrol,SubCompactSuv,5,First Owner ,Manual,farrukhabad
2011 Used Toyota Etios in Farrukhabad,Etios [2010-2013],2011,300000,Toyota,25000,Petrol,Sedan,5,First Owner ,Manual,farrukhabad
2023 Used Kia Carens in Farrukhabad,Carens [2023-2024],2023,1400000,Kia,8700,Petrol,MPV_MUV,6,First Owner ,Automatic (DCT),farrukhabad
2017 Used Mahindra Thar in Farrukhabad,Thar [2014-2020],2017,750000,Mahindra,21000,Diesel,SUV,6,Third Owner ,Manual,farrukhabad
2016 Used Mahindra Bolero in Farrukhabad,Bolero [2011-2020],2016,605000,Mahindra,81050,Diesel,SUV,7,First Owner ,Manual,farrukhabad
2014 Used Tata Indigo in Farrukhabad,Indigo eCS [2013-2018],2014,250000,Tata,99846,Diesel,CompactSedan,5,First Owner ,Manual,farrukhabad
2021 Used Tata Nexon in Farrukhabad,Nexon [2020-2023],2021,600000,Tata,33000,Petrol,CompactSuv,5,First Owner ,Manual,farrukhabad
2014 Used Maruti Suzuki Alto in Farrukhabad,Alto K10 [2014-2020],2014,150000,Maruti Suzuki,183500,Petrol,Hatchback,5,Second Owner ,Manual,farrukhabad
2014 Used Toyota Innova in Farrukhabad,Innova [2013-2014],2014,610000,Toyota,130000,Diesel,SUV,8,Second Owner ,Manual,farrukhabad
2010 Used Maruti Suzuki Wagon R in Farrukhabad,Wagon R [2006-2010],2010,150000,Maruti Suzuki,100680,LPG,Hatchback,5,First Owner ,Manual,farrukhabad
2023 Used Tata Tiago in Farrukhabad,Tiago,2023,600000,Tata,46000,CNG,Hatchback,5,First Owner ,Manual,farrukhabad
2017 Used Maruti Suzuki Vitara Brezza in Farrukhabad,Vitara Brezza [2016-2020],2017,500000,Maruti Suzuki,171000,Diesel,SUV,5,First Owner ,Manual,farrukhabad
2016 Used Maruti Suzuki Vitara Brezza in Farrukhabad,Vitara Brezza [2016-2020],2016,450000,Maruti Suzuki,112800,Diesel,SUV,5,Second Owner ,Manual,farrukhabad
2017 Used Fiat Linea in Farrukhabad,Linea,2017,500000,Fiat,98000,Diesel,Sedan,5,First Owner ,Manual,farrukhabad
2010 Used Maruti Suzuki Wagon R in Farrukhabad,Wagon R 1.0 [2010-2013],2010,250000,Maruti Suzuki,40000,Petrol,Hatchback,5,First Owner ,Manual,farrukhabad
2013 Used Maruti Suzuki Swift DZire in Farrukhabad,Swift DZire [2011-2015],2013,300000,Maruti Suzuki,149000,Diesel,Sedan,5,Third Owner ,Manual,farrukhabad
2020 Used Hyundai Aura in Farrukhabad,Aura [2020-2023],2020,450000,Hyundai,114000,Diesel,CompactSedan,5,First Owner ,Manual,farrukhabad
2014 Used Toyota Innova in Farrukhabad,Innova [2013-2014],2014,850000,Toyota,162000,Diesel,SUV,8,First Owner ,Manual,farrukhabad
2016 Used Mahindra KUV100 in Sambalpur,KUV100 [2016-2017],2016,360000,Mahindra,64500,Diesel,Hatchback,6,First Owner ,Manual,bargarh
2007 Used Tata Safari in Bargarh,Safari [2005-2007],2007,300000,Tata,140000,Diesel,SUV,7,Third Owner ,Manual,bargarh
2014 Used Hyundai Xcent in Bargarh,Xcent [2014-2017],2014,300000,Hyundai,85000,Diesel,CompactSedan,5,Third Owner ,Manual,bargarh
2017 Used Hyundai Xcent in Bargarh,Xcent,2017,380000,Hyundai,45000,Petrol,CompactSedan,5,Second Owner ,Manual,bargarh
2017 Used Hyundai Grand i10 in Bargarh,Grand i10,2017,430000,Hyundai,77000,Diesel,Hatchback,5,Second Owner ,Manual,bargarh
2021 Used Maruti Suzuki Ertiga in Bargarh,Ertiga [2018-2022],2021,900000,Maruti Suzuki,75000,Petrol,MPV_MUV,7,Second Owner ,Manual,bargarh
2017 Used Maruti Suzuki Alto 800 in Bargarh,Alto 800 [2016-2019],2017,300000,Maruti Suzuki,7000,Petrol,Hatchback,5,First Owner ,Manual,bargarh
2017 Used Tata Nexon in Bargarh,Nexon [2017-2020],2017,500000,Tata,62000,Petrol,SUV,5,First Owner ,Manual,bargarh
2011 Used Maruti Suzuki Alto in Bargarh,Alto [2010-2013],2011,80000,Maruti Suzuki,110000,Petrol,Hatchback,5,Third Owner ,Manual,bargarh
2021 Used Maruti Suzuki S-Presso in Bargarh,S-Presso [2019-2022],2021,400000,Maruti Suzuki,45000,Petrol,Hatchback,5,First Owner ,Manual,bargarh
2018 Used Hyundai i20 Active in Bargarh,i20 Active,2018,600000,Hyundai,85000,Diesel,Hatchback,5,Second Owner ,Manual,bargarh
2012 Used Hyundai Eon in Bargarh,Eon,2012,170000,Hyundai,48000,Petrol,Hatchback,5,Second Owner ,Manual,bargarh
2010 Used Maruti Suzuki Estilo in Bargarh,Estilo,2010,147000,Maruti Suzuki,70000,Petrol,Hatchback,5,Second Owner ,Manual,bargarh
2017 Used Maruti Suzuki Celerio in Bargarh,Celerio [2017-2021],2017,300000,Maruti Suzuki,30000,Petrol,Hatchback,5,First Owner ,Manual,bargarh
2018 Used Honda City in Bargarh,City 4th Generation,2018,800000,Honda,130000,Diesel,Sedan,5,First Owner ,Manual,bargarh
2024 Used Tata Tiago EV in Bargarh,Tiago EV,2024,1000000,Tata,14500,Electric,Hatchback,5,First Owner ,Automatic,bargarh
2014 Used Maruti Suzuki Ritz in Bargarh,Ritz,2014,250000,Maruti Suzuki,36000,Petrol,Hatchback,5,Second Owner ,Manual,bargarh
2022 Used MG Astor in Bargarh,Astor,2022,1050000,MG,25000,Petrol,SUV,5,First Owner ,Automatic (CVT),bargarh
2014 Used Nissan Terrano in Bargarh,Terrano [2013-2017],2014,400000,Nissan,112500,Diesel,SUV,5,First Owner ,Manual,bargarh
2017 Used Hyundai Grand i10 in Bargarh,Grand i10 [2013-2017],2017,550000,Hyundai,75000,Petrol,Hatchback,5,First Owner ,Manual,bargarh
2023 Used Maruti Suzuki Eeco in Bargarh,Eeco,2023,557969,Maruti Suzuki,25000,Petrol,Minivan,5,First Owner ,Manual,bargarh
2015 Used Maruti Suzuki Ritz in Bargarh,Ritz,2015,312240,Maruti Suzuki,35000,Petrol,Hatchback,5,Second Owner ,Manual,bargarh
2023 Used Maruti Suzuki Wagon R in Bargarh,Wagon R,2023,550000,Maruti Suzuki,23000,Petrol,Hatchback,5,First Owner ,Manual,bargarh
2024 Used Mahindra XUV300 in Bargarh,XUV300 [2019-2024],2024,1200000,Mahindra,34000,Petrol,CompactSuv,5,First Owner ,Manual,bargarh
2025 Used Tata Nexon in Satara,Nexon,2025,1500000,Tata,3000,CNG,CompactSuv,5,First Owner ,Manual,satara
2024 Used Hyundai Verna in Pune,Verna,2024,1469000,Hyundai,10772,Petrol,Sedan,5,First Owner,Automatic (CVT),satara
2019 Used Maruti Suzuki Swift in Pune,Swift [2021-2024],2019,600000,Maruti Suzuki,63813,Petrol,Hatchback,5,First Owner,Manual,satara
2019 Used Hyundai Creta in Pune,Creta [2018-2019],2019,939000,Hyundai,26196,Petrol,SUV,5,First Owner,Manual,satara
2022 Used Hyundai Elite i20 in Pune,i20 [2020-2023],2022,899000,Hyundai,27317,Petrol,Hatchback,5,First Owner,Automatic (CVT),satara
2023 Used Hyundai Creta in Pune,Creta,2023,1685000,Hyundai,49865,Diesel,SUV,5,First Owner,Manual,satara
2019 Used Maruti Suzuki Vitara Brezza in Pune,Vitara Brezza [2016-2020],2019,940000,Maruti Suzuki,69000,Diesel,SUV,5,First Owner,Manual,satara
2022 Used Maruti Suzuki XL6 in Mumbai,XL6 [2019-2022],2022,1099000,Maruti Suzuki,51352,Petrol,MPV_MUV,6,First Owner ,Manual,satara
2016 Used Hyundai Creta in Mumbai,Creta [2017-2018],2016,729000,Hyundai,55629,Petrol,SUV,5,First Owner ,Manual,satara
2017 Used Maruti Suzuki Baleno in Mumbai,Baleno [2015-2019],2017,549000,Maruti Suzuki,23869,Petrol,Hatchback,5,First Owner ,Manual,satara
2018 Used Maruti Suzuki DZire in Mumbai,Dzire [2017-2020],2018,559000,Maruti Suzuki,63102,Petrol,CompactSedan,5,First Owner ,Manual,satara
2019 Used Honda Amaze in Mumbai,Amaze [2018-2021],2019,599000,Honda,70800,Petrol,CompactSedan,5,First Owner ,Automatic (CVT),satara
2022 Used Mahindra Thar in Pune,Thar,2022,1595000,Mahindra,28710,Diesel,SubCompactSuv,4,First Owner,Automatic (TC),satara
2022 Used Hyundai Creta in Mumbai,Creta [2020-2023],2022,1499000,Hyundai,38446,Petrol,SUV,5,First Owner,Automatic (CVT),satara
2022 Used Hyundai Alcazar in Mumbai,Alcazar [2021-2023],2022,1959000,Hyundai,21707,Diesel,SUV,7,First Owner,Automatic (TC),satara
2017 Used Maruti Suzuki Wagon R in Mumbai,Wagon R 1.0 [2014-2019],2017,395000,Maruti Suzuki,22000,Petrol,Hatchback,5,First Owner,Automatic (AMT),satara
2020 Used Hyundai Santro in Pune,Santro,2020,550000,Hyundai,32270,Petrol,Hatchback,5,First Owner,Automatic (AMT),satara
2024 Used Hyundai Verna in Mumbai,Verna,2024,1469000,Hyundai,10772,Petrol,Sedan,5,First Owner,Automatic (CVT),satara
2024 Used Hyundai Aura in Mumbai,Aura,2024,899000,Hyundai,9895,Petrol,CompactSedan,5,First Owner,Manual,satara
2023 Used Hyundai Creta in Mumbai,Creta [2020-2023],2023,1685000,Hyundai,49865,Diesel,SUV,5,First Owner,Manual,satara
2019 Used Skoda Superb in Mumbai,Superb [2016-2020],2019,2095000,Skoda,48448,Petrol,Sedan,5,First Owner ,Automatic,satara
2019 Used Hyundai Creta in Mumbai,Creta [2018-2019],2019,899000,Hyundai,26196,Petrol,SUV,5,First Owner,Manual,satara
2021 Used Hyundai Alcazar in Mumbai,Alcazar [2021-2023],2021,1579000,Hyundai,65672,Diesel,SUV,6,First Owner,Manual,satara
2019 Used Hyundai Grand i10 in Mumbai,Grand i10 [2013-2017],2019,549000,Hyundai,18178,Petrol,Hatchback,5,First Owner,Manual,satara
2018 Used Isuzu D-Max V-Cross in Banaskantha,D-MAX V-Cross [2018-2019],2018,750000,Isuzu,55000,Diesel,Truck,5,First Owner ,Manual,banaskantha
2018 Used Hyundai Elite i20 in Banaskantha,Elite i20 [2017-2018],2018,500000,Hyundai,120000,Diesel,Hatchback,5,Fourth Owner,Manual,banaskantha
2020 Used Maruti Suzuki Eeco in Banaskantha,Eeco [2010-2022],2020,400000,Maruti Suzuki,150000,Petrol,Minivan,5,Second Owner ,Manual,banaskantha
2006 Used Maruti Suzuki Alto in Banaskantha,Alto [2005-2010],2006,130000,Maruti Suzuki,153000,Petrol,Hatchback,5,Second Owner ,Manual,banaskantha
2024 Used Maruti Suzuki Swift in Banaskantha,Swift,2024,900000,Maruti Suzuki,5000,CNG,Hatchback,5,First Owner ,Manual,banaskantha
2015 Used Maruti Suzuki Celerio in Banaskantha,Celerio [2014-2017],2015,250000,Maruti Suzuki,180000,Diesel,Hatchback,5,Second Owner ,Manual,banaskantha
2009 Used Toyota Corolla Altis in Banaskantha,Corolla Altis [2008-2011],2009,250000,Toyota,93000,Petrol,Sedan,5,Second Owner ,Manual,banaskantha
2020 Used Hyundai Grand i10 in Banaskantha,Grand i10,2020,500000,Hyundai,62000,Petrol,Hatchback,5,First Owner ,Manual,banaskantha
2018 Used Maruti Suzuki Eeco in Banaskantha,Eeco [2010-2022],2018,475000,Maruti Suzuki,70000,CNG,Minivan,5,First Owner ,Manual,banaskantha
2008 Used Hyundai i10 in Banaskantha,i10 [2007-2010],2008,131786,Hyundai,11000,Petrol,Hatchback,5,4 or More Owners,Manual,banaskantha
2010 Used Maruti Suzuki SX4 in Banaskantha,SX4 [2007-2013],2010,200000,Maruti Suzuki,118500,Petrol,Sedan,5,Third Owner ,Manual,banaskantha
2024 Used Maruti Suzuki Swift in Banaskantha,Swift [2021-2024],2024,500000,Maruti Suzuki,50000,Petrol,Hatchback,5,Second Owner ,Manual,banaskantha
2008 Used Maruti Suzuki Swift in Banaskantha,Swift  [2005-2010],2008,150000,Maruti Suzuki,203800,Petrol,Hatchback,5,Fourth Owner,Manual,banaskantha
2024 Used Hyundai Venue in Banaskantha,Venue,2024,880000,Hyundai,25200,Petrol,CompactSuv,5,First Owner ,Manual,banaskantha
2015 Used Maruti Suzuki Wagon R in Banaskantha,Wagon R 1.0 [2014-2019],2015,230000,Maruti Suzuki,90000,CNG,Hatchback,5,Second Owner ,Manual,banaskantha
2016 Used Hyundai Creta in Banaskantha,Creta [2015-2017],2016,780000,Hyundai,140000,Diesel,SUV,5,Second Owner ,Manual,banaskantha
2015 Used Maruti Suzuki Swift in Banaskantha,Swift [2014-2018],2015,300000,Maruti Suzuki,100000,Petrol,Hatchback,5,Second Owner ,Manual,banaskantha
2013 Used Maruti Suzuki SX4 in Banaskantha,SX4,2013,300000,Maruti Suzuki,75000,Petrol,Sedan,5,Second Owner ,Manual,banaskantha
2017 Used Maruti Suzuki Celerio in Banaskantha,Celerio [2014-2017],2017,300000,Maruti Suzuki,100000,Petrol,Hatchback,5,First Owner ,Manual,banaskantha
2020 Used Maruti Suzuki Alto 800 in Banaskantha,Alto 800,2020,321000,Maruti Suzuki,56000,Petrol,Hatchback,5,Second Owner ,Manual,banaskantha
2012 Used Tata Vista in Banaskantha,Indica Vista [2012-2014],2012,200000,Tata,80000,Diesel,Hatchback,5,Second Owner ,Manual,banaskantha
2015 Used Hyundai i20 Active in Banaskantha,i20 Active [2015-2018],2015,450000,Hyundai,115000,Diesel,Hatchback,5,Third Owner ,Manual,banaskantha
2022 Used Tata Altroz in Banaskantha,Altroz [2020],2022,750000,Tata,98500,Petrol,Hatchback,5,First Owner ,Manual,banaskantha
2018 Used Maruti Suzuki Swift in Banaskantha,Swift [2018-2021],2018,470000,Maruti Suzuki,67000,Petrol,Hatchback,5,Second Owner ,Manual,banaskantha
2013 Used Honda Brio in Kanpur,Brio [2011-2013],2013,218000,Honda,71365,Petrol,Hatchback,5,First Owner ,Manual,kannauj
2016 Used Honda City in Kanpur,City [2014-2017],2016,570000,Honda,72211,Petrol,Sedan,5,First Owner ,Automatic,kannauj
2013 Used Hyundai Verna in Kanpur,Verna [2011-2015],2013,355000,Hyundai,79806,Diesel,Sedan,5,First Owner ,Manual,kannauj
2016 Used Ford Ecosport in Kanpur,EcoSport [2017-2019],2016,430000,Ford,67200,Diesel,SUV,5,First Owner ,Manual,kannauj
2015 Used Hyundai Elite i20 in Kanpur,Elite i20 [2017-2018],2015,365000,Hyundai,95000,Diesel,Hatchback,5,First Owner ,Manual,kannauj
2014 Used BMW 5-Series in Kanpur,5 Series [2013-2017],2014,1120000,BMW,82000,Diesel,Sedan,5,Second Owner,Automatic,kannauj
2012 Used Maruti Suzuki Ritz in Kanpur,Ritz [2009-2012],2012,180000,Maruti Suzuki,51365,Petrol,Hatchback,5,First Owner ,Manual,kannauj
2015 Used Hyundai i10 in Kanpur,i10 [2010-2017],2015,249999,Hyundai,59593,Petrol,Hatchback,5,First Owner ,Manual,kannauj
2016 Used Hyundai Elantra in Kanpur,Elantra [2016-2019],2016,855000,Hyundai,58000,Diesel,Sedan,5,First Owner,Automatic,kannauj
2013 Used Hyundai i20 in Kanpur,i20 [2012-2014],2013,235000,Hyundai,71588,Diesel,Hatchback,5,Second Owner ,Manual,kannauj
2024 Used Hyundai Venue in Kanpur,Venue [2022-2023],2024,1025000,Hyundai,37000,Diesel,CompactSuv,5,First Owner,Manual,kannauj
2020 Used Hyundai Venue in Kanpur,Venue [2019-2022],2020,765000,Hyundai,58000,Petrol,CompactSuv,5,First Owner,Automatic (DCT),kannauj
2014 Used Hyundai Verna in Kanpur,Verna [2011-2015],2014,385000,Hyundai,71365,Diesel,Sedan,5,First Owner ,Manual,kannauj
2023 Used Skoda Slavia in Kanpur,Slavia [2022-2023],2023,1190000,Skoda,17234,Petrol,Sedan,5,First Owner ,Manual,kannauj
2012 Used Toyota Etios Liva in Kanpur,Etios Liva [2011-2013],2012,188000,Toyota,74652,Petrol,Hatchback,5,First Owner ,Manual,kannauj
2017 Used Maruti Suzuki Ciaz in Kanpur,Ciaz [2014-2017],2017,465000,Maruti Suzuki,68000,Diesel,Sedan,5,Second Owner,Manual,kannauj
2019 Used Hyundai Verna in Kanpur,Verna [2015-2017],2019,750000,Hyundai,79000,Diesel,Sedan,5,Second Owner ,Manual,kannauj
2013 Used Volkswagen Polo in Kanpur,Polo [2012-2014],2013,190000,Volkswagen,83000,Diesel,Hatchback,5,Third Owner,Manual,kannauj
2012 Used Chevrolet Cruze in Kanpur,Cruze [2009-2012],2012,325000,Chevrolet,79000,Diesel,Sedan,5,Second Owner ,Manual,kannauj
2018 Used Renault Kwid in Kanpur,Kwid [2015-2019],2018,280000,Renault,48000,Petrol,Hatchback,5,Second Owner ,Manual,kannauj
2020 Used Honda BR-V in Kanpur,BR-V,2020,495000,Honda,47000,Diesel,SUV,7,Third Owner ,Manual,kannauj
2013 Used Renault Duster in Kanpur,Duster [2012-2015],2013,250000,Renault,86000,Diesel,SUV,5,Second Owner,Manual,kannauj
2021 Used Renault Triber in Kanpur,Triber [2019-2023],2021,425000,Renault,75000,Petrol,MPV_MUV,7,First Owner,Manual,kannauj
2015 Used Maruti Suzuki Ciaz in Kanpur,Ciaz [2014-2017],2015,425000,Maruti Suzuki,68000,Diesel,Sedan,5,First Owner,Manual,kannauj
2023 Used Maruti Suzuki Eeco in Dhenkanal,Eeco,2023,150000,Maruti Suzuki,7000,Petrol,Minivan,5,First Owner ,Manual,dhenkanal
2022 Used Kia Sonet in Dhenkanal,Sonet [2022-2023],2022,1150000,Kia,9984,Petrol,CompactSuv,5,First Owner ,Manual,dhenkanal
2018 Used Hyundai Xcent in Dhenkanal,Xcent,2018,399999,Hyundai,70000,Diesel,CompactSedan,5,Third Owner ,Manual,dhenkanal
2018 Used Tata Hexa in Dhenkanal,Hexa [2017-2019],2018,700000,Tata,87000,Diesel,SUV,7,First Owner ,Manual,dhenkanal
2012 Used Maruti Suzuki SX4 in Dhenkanal,SX4 [2007-2013],2012,300000,Maruti Suzuki,98000,Diesel,Sedan,5,First Owner ,Manual,dhenkanal
2018 Used Maruti Suzuki Swift in Dhenkanal,Swift [2018-2021],2018,504000,Maruti Suzuki,35000,Petrol,Hatchback,5,First Owner ,Manual,dhenkanal
2024 Used Maruti Suzuki DZire in Dhenkanal,Dzire,2024,550000,Maruti Suzuki,30000,Petrol,Sedan,5,First Owner ,Manual,dhenkanal
2022 Used Maruti Suzuki Ciaz in Dhenkanal,Ciaz,2022,700000,Maruti Suzuki,45000,Petrol,Sedan,5,First Owner ,Manual,dhenkanal
2020 Used Maruti Suzuki Baleno in Dhenkanal,Baleno [2019-2022],2020,550000,Maruti Suzuki,92000,Petrol,Hatchback,5,First Owner ,Manual,dhenkanal
2024 Used Tata Punch in Dhenkanal,Punch,2024,600000,Tata,55000,Petrol,SubCompactSuv,5,First Owner ,Manual,dhenkanal
2024 Used Maruti Suzuki Alto K10 in Dhenkanal,Alto K10,2024,300000,Maruti Suzuki,112500,Petrol,Hatchback,5,First Owner ,Manual,dhenkanal
2023 Used Maruti Suzuki DZire in Dhenkanal,Dzire [2020-2024],2023,600000,Maruti Suzuki,60000,Petrol,CompactSedan,5,First Owner ,Manual,dhenkanal
2011 Used Maruti Suzuki Wagon R in Dhenkanal,Wagon R 1.0 [2010-2013],2011,150000,Maruti Suzuki,88000,Petrol,Hatchback,5,Second Owner ,Manual,dhenkanal
