Name,Model,Date of assembly,Price,Brand,KM Driven,Fuel Type,Body Type,Seat capicity,No. of prev owners,Transmission
2023 Used Tata Tiago EV in Tiruppur,Tiago EV,2023,900000,Tata,40000,Electric,Hatchback,5,First Owner ,Automatic
2023 Used Mercedes-Benz GLA in Chennai,GLA [2021-2024],2023,5200000,Mercedes-Benz,14900,Diesel,SUV,5,First Owner ,Automatic (DCT)
2018 Used Audi Q3 in Chennai,Q3 [2017-2020],2018,2400000,Audi,49600,Diesel,SUV,5,First Owner ,Automatic
2018 Used Audi Q3 in Chennai,Q3 [2017-2020],2018,2500000,Audi,24000,Diesel,SUV,5,First Owner ,Automatic
2021 Used Mercedes-Benz GLE in Chennai,GLE [2020-2023],2021,6500000,Mercedes-Benz,55500,Diesel,SUV,5,First Owner ,Automatic (TC)
2013 Used Audi Q3 in Chennai,Q3 [2012-2015],2013,1325000,Audi,67300,Diesel,SUV,5,Second Owner ,Automatic
2019 Used Jaguar XF in Chennai,XF,2019,2500000,Jaguar,76500,Diesel,Sedan,5,Third Owner ,Automatic
2012 Used Audi Q5 in Chennai,Q5 [2009-2012],2012,1700000,Audi,77000,Diesel,SUV,5,First Owner ,Automatic
2022 Used Mercedes-Benz GLC in Chennai,GLC [2019-2023],2022,5450000,Mercedes-Benz,35400,Diesel,SUV,5,First Owner ,Automatic (TC)
2015 Used Mercedes-Benz C-Class in Chennai,C-Class [2014-2018],2015,2200000,Mercedes-Benz,82700,Diesel,Sedan,0,Second Owner ,Automatic
2016 Used Volvo XC90 in Chennai,XC90 [2015-2021],2016,3800000,Volvo,65300,Diesel,SUV,7,First Owner ,Automatic
2023 Used BMW X5 in Chennai,X5,2023,9800000,BMW,15000,Diesel,SUV,5,First Owner ,Automatic (TC)
2024 Used MG Gloster in Chennai,Gloster,2024,4800000,MG,6200,Diesel,SUV,6,First Owner ,Automatic (TC)
2023 Used Hyundai Tucson in Chennai,Tucson,2023,3400000,Hyundai,40300,Diesel,SUV,5,First Owner ,Automatic (TC)
2020 Used Lexus ES in Chennai,ES,2020,5300000,Lexus,44700,Hybrid,Sedan,5,First Owner ,Automatic (CVT)
2018 Used BMW 5-Series in Chennai,5 Series [2013-2017],2018,3300000,BMW,70000,Diesel,Sedan,5,Third Owner ,Automatic
2015 Used Audi A4 in Chennai,A4 [2013-2016],2015,1450000,Audi,38900,Diesel,Sedan,5,Second Owner ,Automatic
2019 Used Volvo XC90 in Chennai,XC90 [2015-2021],2019,6500000,Volvo,53100,Diesel,SUV,7,First Owner ,Automatic (TC)
2013 Used BMW 6-Series in Chennai,6 Series,2013,2750000,BMW,63500,Diesel,Convertible,5,Third Owner ,Automatic
2017 Used Audi A6 in Chennai,A6 [2015-2019],2017,2800000,Audi,43400,Diesel,Sedan,5,First Owner ,Automatic
2021 Used Land Rover Range Rover Velar in Chennai,Range Rover Velar [2017-2023],2021,7200000,Land Rover,83700,Diesel,SUV,5,First Owner,Automatic (TC)
2022 Used MINI Cooper SE in Chennai,Cooper SE,2022,4100000,MINI,9000,Electric,Hatchback,4,First Owner,Automatic
2023 Used Mercedes-Benz GLA in Chennai,GLA [2021-2024],2023,5200000,Mercedes-Benz,22800,Diesel,SUV,5,First Owner,Automatic (DCT)
2021 Used Mercedes-Benz S-Class in Chennai,S-Class,2021,11000000,Mercedes-Benz,21800,Diesel,Sedan,5,Second Owner,Automatic (TC)
2023 Used Hyundai Exter in Khammam,Exter,2023,800000,Hyundai,16000,Petrol,CompactSuv,5,First Owner ,Automatic (AMT)
2019 Used Maruti Suzuki Ertiga in Khammam,Ertiga [2018-2022],2019,800000,Maruti Suzuki,113000,Diesel,SUV,7,Third Owner ,Manual
2022 Used Tata Altroz in Khammam,Altroz [2020] [2020-2025],2022,700000,Tata,90000,Petrol,Hatchback,5,First Owner ,Manual
2011 Used Maruti Suzuki SX4 in Khammam,SX4 [2007-2013],2011,270000,Maruti Suzuki,93000,Petrol,Sedan,5,Second Owner ,Manual
2016 Used Mahindra KUV100 in Khammam,KUV100 [2016-2017],2016,350000,Mahindra,100007,Diesel,Hatchback,6,First Owner ,Manual
2017 Used Hyundai Elite i20 in Khammam,Elite i20 [2016-2017],2017,560000,Hyundai,116000,Petrol,Hatchback,5,First Owner ,Manual
2016 Used Hyundai Elite i20 in Khammam,Elite i20 [2016-2017],2016,550000,Hyundai,119000,Diesel,Hatchback,5,Second Owner ,Manual
2022 Used Hyundai Venue in Khammam,Venue [2019-2022],2022,830000,Hyundai,30000,Petrol,CompactSuv,5,First Owner ,Manual
2020 Used Volkswagen Polo in Khammam,Polo,2020,600000,Volkswagen,23000,Petrol,Hatchback,5,First Owner ,Manual
2022 Used Maruti Suzuki Baleno in Khammam,Baleno,2022,700000,Maruti Suzuki,70000,Petrol,Hatchback,5,First Owner ,Manual
2018 Used Honda City in Khammam,City 4th Generation,2018,1200000,Honda,87000,Diesel,Sedan,5,First Owner ,Manual
2024 Used Mahindra Thar in Khammam,Thar,2024,1800000,Mahindra,20000,Diesel,SUV,4,First Owner ,Automatic (TC)
2019 Used Maruti Suzuki Ertiga in Khammam,Ertiga [2018-2022],2019,800000,Maruti Suzuki,200000,Diesel,SUV,7,First Owner ,Manual
2012 Used Mahindra XUV500 in Khammam,XUV500 [2011-2015],2012,550000,Mahindra,150000,Diesel,SUV,7,Second Owner ,Manual
2016 Used Maruti Suzuki Ritz in Khammam,Ritz,2016,300000,Maruti Suzuki,135000,Diesel,Hatchback,5,Second Owner ,Manual
2018 Used Maruti Suzuki Vitara Brezza in Khammam,Vitara Brezza [2016-2020],2018,700000,Maruti Suzuki,100000,Diesel,SUV,5,First Owner ,Manual
2022 Used Kia Carens in Khammam,Carens [2022-2023],2022,1316242,Kia,65000,Diesel,MPV_MUV,7,First Owner ,Manual
2019 Used Maruti Suzuki Vitara Brezza in Khammam,Vitara Brezza [2016-2020],2019,750000,Maruti Suzuki,200000,Diesel,SUV,5,First Owner ,Manual
2018 Used Tata Zest in Khammam,Zest,2018,400000,Tata,158000,Diesel,CompactSedan,5,Second Owner ,Manual
2020 Used Hyundai Venue in Khammam,Venue [2019-2022],2020,752436,Hyundai,71000,Petrol,SUV,5,First Owner ,Manual
2023 Used Maruti Suzuki S-Presso in Khammam,S-Presso,2023,580000,Maruti Suzuki,35000,Petrol,Hatchback,5,First Owner ,Automatic (AMT)
2009 Used Maruti Suzuki Wagon R in Khammam,Wagon R [2006-2010],2009,130000,Maruti Suzuki,80000,LPG,Hatchback,5,Second Owner ,Manual
2024 Used Tata Punch in Khammam,Punch,2024,720000,Tata,6800,Petrol,CompactSuv,5,First Owner ,Manual
2024 Used Kia Carens in Khammam,Carens,2024,1600000,Kia,8000,Petrol,MPV_MUV,7,First Owner ,Manual
2022 Used Mahindra Thar in Jaipur,Thar,2022,1425000,Mahindra,32623,Diesel,SUV,4,First Owner,Manual
2019 Used Tata Nexon in Jaipur,Nexon [2017-2020],2019,625000,Tata,71000,Petrol,SUV,5,First Owner ,Manual
2022 Used Honda Amaze in Jaipur,Amaze [2018-2021],2022,625000,Honda,73000,Petrol,CompactSedan,5,First Owner ,Manual
2024 Used Mahindra Thar in Jaipur,Thar,2024,1525000,Mahindra,28529,Diesel,SUV,4,First Owner,Manual
2024 Used Tata Safari in Jaipur,Safari,2024,2290000,Tata,40687,Diesel,SUV,7,First Owner,Automatic (TC)
2023 Used Hyundai Exter in Jaipur,Exter,2023,875000,Hyundai,17319,Petrol,SubCompactSuv,5,First Owner,Automatic (AMT)
2022 Used Kia Seltos in Jaipur,Seltos [2022-2023],2022,1490000,Kia,39367,Petrol,SUV,5,First Owner,Automatic (CVT)
2013 Used Nissan Terrano in Kollam,Terrano [2013-2017],2013,490000,Nissan,77000,Diesel,SUV,5,First Owner ,Manual
2021 Used Mahindra XUV300 in Kollam,XUV300 [2019-2024],2021,675000,Mahindra,120000,Diesel,CompactSuv,5,First Owner ,Manual
2018 Used Jeep Compass in Kollam,Compass [2017-2021],2018,1300000,Jeep,65000,Diesel,SUV,5,First Owner ,Manual
2020 Used Kia Seltos in Kollam,Seltos [2019-2022],2020,1558102,Kia,9831,Petrol,CompactSuv,5,First Owner ,Automatic (DCT)
2010 Used Toyota Corolla Altis in Kollam,Corolla Altis [2008-2011],2010,350000,Toyota,39000,Petrol,Sedan,5,Third Owner ,Manual
2020 Used Maruti Suzuki Ciaz in Kollam,Ciaz,2020,750000,Maruti Suzuki,34000,Diesel,Sedan,5,Second Owner ,Manual
2011 Used Hyundai i10 in Kollam,i10 [2010-2017],2011,215000,Hyundai,61000,Petrol,Hatchback,5,Second Owner ,Manual
2018 Used Jeep Compass in Kollam,Compass [2017-2021],2018,1085000,Jeep,60000,Diesel,SUV,5,First Owner ,Manual
2016 Used Toyota Innova Crysta in Kollam,Innova Crysta [2016-2020],2016,1630000,Toyota,95000,Diesel,SUV,8,First Owner ,Manual
2012 Used Honda Brio in Kollam,Brio [2011-2013],2012,295000,Honda,41000,Petrol,Hatchback,5,Second Owner ,Manual
2017 Used Maruti Suzuki Wagon R in Kollam,Wagon R 1.0 [2014-2019],2017,460000,Maruti Suzuki,49000,Petrol,Hatchback,5,First Owner ,Automatic (AMT)
2017 Used Hyundai Grand i10 in Kollam,Grand i10,2017,490000,Hyundai,21000,Petrol,Hatchback,5,First Owner ,Automatic
2019 Used Maruti Suzuki Vitara Brezza in Kollam,Vitara Brezza [2016-2020],2019,860000,Maruti Suzuki,59000,Diesel,SUV,5,Second Owner ,Manual
2015 Used Toyota Etios Liva in Kollam,Etios Liva,2015,450000,Toyota,67000,Petrol,Hatchback,5,First Owner ,Manual
2018 Used Toyota Etios in Kollam,Etios [2013-2014],2018,540000,Toyota,31000,Petrol,Sedan,5,First Owner ,Manual
2019 Used Renault Duster in Kollam,Duster [2019-2020],2019,695000,Renault,54000,Petrol,SUV,5,Second Owner ,Automatic (CVT)
2014 Used Honda Mobilio in Kollam,Mobilio,2014,475000,Honda,73000,Diesel,SUV,7,Second Owner ,Manual
2019 Used Maruti Suzuki S-Cross in Kollam,S-Cross [2014-2017],2019,760000,Maruti Suzuki,87000,Diesel,SUV,5,Second Owner ,Manual
2021 Used Volkswagen Taigun in Kollam,Taigun [2021-2023],2021,1650000,Volkswagen,29000,Petrol,SUV,5,First Owner ,Automatic (DCT)
2018 Used Maruti Suzuki Celerio in Kollam,Celerio [2017-2021],2018,490000,Maruti Suzuki,50000,Petrol,Hatchback,5,Second Owner ,Automatic (AMT)
2011 Used Mahindra Logan/Verito in Kollam,Verito [2011-2012],2011,195000,Mahindra,43000,Diesel,Sedan,5,Second Owner,Manual
2019 Used Hyundai Santro in Kollam,Santro,2019,415000,Hyundai,56000,Petrol,Hatchback,5,Second Owner,Automatic (AMT)
2016 Used Ford Ecosport in Kollam,EcoSport [2017-2019],2016,550000,Ford,56000,Diesel,SUV,5,First Owner,Manual
2018 Used Honda City in Kollam,City [2014-2017],2018,785000,Honda,131000,Diesel,Sedan,5,First Owner,Manual
2013 Used Renault Duster in Nanded,Duster [2012-2015],2013,480000,Renault,240000,Diesel,SUV,5,Third Owner ,Manual
2013 Used Toyota Fortuner in Nanded,Fortuner [2012-2016],2013,1200000,Toyota,195000,Diesel,SUV,7,Second Owner ,Automatic
2018 Used Hyundai Verna in Nanded,Verna [2017-2020],2018,750000,Hyundai,88633,Diesel,Sedan,5,Fourth Owner,Automatic
2015 Used Hyundai Creta in Nanded,Creta [2015-2017],2015,725000,Hyundai,128130,Diesel,SUV,5,Second Owner,Manual
2023 Used Hyundai Creta in Nanded,Creta,2023,1000000,Hyundai,125127,Petrol,SUV,5,First Owner ,Manual
2020 Used Hyundai Creta in Nanded,Creta [2020-2023],2020,950000,Hyundai,101680,Petrol,SUV,5,First Owner ,Manual
2013 Used Mahindra Quanto in Nanded,Quanto [2012-2016],2013,250000,Mahindra,117580,Diesel,SUV,7,Fourth Owner,Manual
2015 Used Maruti Suzuki Ciaz in Nanded,Ciaz [2014-2017],2015,475000,Maruti Suzuki,107125,Diesel,Sedan,5,First Owner,Manual
2019 Used Datsun Redigo in Karimnagar,redi-GO [2016-2020],2019,200000,Datsun,35000,Petrol,Hatchback,5,Second Owner ,Manual
2011 Used Maruti Suzuki Swift DZire in Karimnagar,Swift Dzire [2010-2011],2011,250000,Maruti Suzuki,142000,Diesel,Sedan,5,Second Owner ,Manual
2012 Used Skoda Rapid in Karimnagar,Rapid [2011-2014],2012,325000,Skoda,150000,Diesel,Sedan,5,Second Owner ,Manual
2021 Used Skoda Rapid in Karimnagar,Rapid TSI,2021,750000,Skoda,85000,Petrol,Sedan,5,First Owner ,Automatic (TC)
2010 Used Hyundai i10 in Karimnagar,i10 [2007-2010],2010,150000,Hyundai,140000,Petrol,Hatchback,5,Second Owner ,Manual
2016 Used Maruti Suzuki Swift in Karimnagar,Swift [2014-2018],2016,420000,Maruti Suzuki,127000,Diesel,Hatchback,5,Second Owner ,Manual
2022 Used Maruti Suzuki Ignis in Karimnagar,Ignis [2020-2023],2022,650000,Maruti Suzuki,52000,Petrol,Hatchback,5,First Owner ,Automatic (AMT)
2011 Used Tata Manza in Karimnagar,Manza [2011-2015],2011,120000,Tata,200000,Diesel,Sedan,5,Second Owner ,Manual
2013 Used Mahindra XUV500 in Karimnagar,XUV500 [2011-2015],2013,700000,Mahindra,90000,Diesel,SUV,7,Second Owner ,Manual
2023 Used MG Comet EV in Karimnagar,Comet EV,2023,750000,MG,4000,Electric,Hatchback,4,First Owner ,Automatic
2015 Used Maruti Suzuki Alto 800 in Karimnagar,Alto 800 [2012-2016],2015,230000,Maruti Suzuki,115000,Petrol,Hatchback,5,Second Owner ,Manual
2012 Used Ford Figo in Karimnagar,Figo [2010-2012],2012,200000,Ford,190000,Diesel,Hatchback,5,First Owner ,Manual
2025 Used Tata Nexon in Karimnagar,Nexon,2025,1000000,Tata,225,CNG,CompactSuv,5,First Owner ,Manual
2018 Used Maruti Suzuki DZire in Karimnagar,Dzire [2017-2020],2018,600000,Maruti Suzuki,75000,Diesel,CompactSedan,5,First Owner ,Manual
2014 Used Ford Ecosport in Karimnagar,EcoSport [2013-2015],2014,550000,Ford,135000,Diesel,SUV,5,Third Owner ,Manual
2020 Used Mahindra Scorpio in Karimnagar,Scorpio 2021,2020,1300000,Mahindra,100000,Diesel,SUV,7,First Owner ,Manual
2020 Used Maruti Suzuki DZire in Karimnagar,Dzire [2020-2024],2020,450000,Maruti Suzuki,80000,Petrol,CompactSedan,5,4 or More Owners,Manual
2013 Used Maruti Suzuki Swift in Karimnagar,Swift [2011-2014],2013,300000,Maruti Suzuki,165000,Diesel,Hatchback,5,Third Owner ,Manual
2013 Used Maruti Suzuki Swift in Karimnagar,Swift [2011-2014],2013,300000,Maruti Suzuki,102000,Diesel,Hatchback,5,First Owner ,Manual
2022 Used Hyundai Creta in Karimnagar,Creta [2020-2023],2022,1350000,Hyundai,75000,Petrol,SUV,5,First Owner ,Manual
2023 Used Maruti Suzuki Baleno in Karimnagar,Baleno,2023,650000,Maruti Suzuki,63000,Petrol,Hatchback,5,Second Owner ,Manual
2018 Used Maruti Suzuki Ertiga in Karimnagar,Ertiga [2018-2022],2018,700000,Maruti Suzuki,120000,Petrol,MPV_MUV,7,Third Owner ,Manual
2008 Used Hyundai Verna in Karimnagar,Verna [2006-2010],2008,145000,Hyundai,95000,Petrol,Sedan,5,Third Owner ,Manual
2013 Used Maruti Suzuki Swift DZire in Karimnagar,Swift DZire [2011-2015],2013,200000,Maruti Suzuki,50000,Diesel,Sedan,5,Second Owner ,Manual
2005 Used Hyundai Santro in Neemuch,Santro Xing [2003-2008],2005,50000,Hyundai,60000,Petrol,Hatchback,5,4 or More Owners,Automatic (TC)
2012 Used Maruti Suzuki Alto 800 in Neemuch,Alto 800 [2012-2016],2012,210000,Maruti Suzuki,82000,Petrol,Hatchback,5,Second Owner ,Manual
2018 Used Maruti Suzuki Alto 800 in Neemuch,Alto 800 [2016-2019],2018,330000,Maruti Suzuki,100000,Petrol,Hatchback,5,First Owner ,Manual
2021 Used Tata Tigor in Neemuch,Tigor,2021,350000,Tata,60000,Petrol,CompactSedan,5,First Owner ,Automatic (AMT)
2013 Used Hyundai Eon in Neemuch,Eon,2013,150000,Hyundai,150000,Petrol,Hatchback,5,First Owner ,Manual
2024 Used Hyundai Venue in Neemuch,Venue,2024,900000,Hyundai,19000,Petrol,CompactSuv,5,First Owner ,Manual
2014 Used Maruti Suzuki Wagon R in Neemuch,Wagon R 1.0 [2014-2019],2014,250000,Maruti Suzuki,85000,Petrol,Hatchback,5,Third Owner ,Manual
2013 Used Maruti Suzuki Alto 800 in Neemuch,Alto 800 [2012-2016],2013,250000,Maruti Suzuki,70000,Petrol,Hatchback,5,First Owner ,Manual
2021 Used Hyundai Creta in Neemuch,Creta [2020-2023],2021,980000,Hyundai,178000,Diesel,SUV,5,First Owner ,Manual
2021 Used Hyundai Venue in Neemuch,Venue [2019-2022],2021,900000,Hyundai,75000,Diesel,CompactSuv,5,First Owner ,Manual
2017 Used Maruti Suzuki Celerio in Neemuch,Celerio [2017-2021],2017,401902,Maruti Suzuki,35000,Petrol,Hatchback,5,First Owner ,Manual
2018 Used Maruti Suzuki Wagon R in Neemuch,Wagon R 1.0 [2014-2019],2018,350000,Maruti Suzuki,52000,Petrol,Hatchback,5,First Owner ,Manual
2019 Used Hyundai Grand i10 in Neemuch,Grand i10,2019,500000,Hyundai,15000,Petrol,Hatchback,5,First Owner ,Manual
2025 Used Maruti Suzuki Alto K10 in Neemuch,Alto K10,2025,552438,Maruti Suzuki,45000,CNG,Hatchback,4,First Owner ,Manual
2011 Used Honda Civic in Neemuch,Civic [2010-2013],2011,300000,Honda,100000,Petrol,Sedan,0,First Owner ,Automatic
2010 Used Hyundai i10 in Neemuch,i10 [2007-2010],2010,200000,Hyundai,100000,Petrol,Hatchback,5,More Than 4 Owners,Manual
2020 Used Ford Ecosport in Ara,EcoSport,2020,685689,Ford,250000,Diesel,CompactSuv,5,First Owner ,Manual
2024 Used Tata Altroz in Chhapra,Altroz [2020] [2020-2025],2024,750000,Tata,29000,Petrol,Hatchback,5,4 or More Owners,Manual
2023 Used Toyota Glanza in Patna,Glanza,2023,715000,Toyota,95000,CNG,Hatchback,5,First Owner,Manual
2004 Used Hyundai Santro in Patna,Santro Xing [2003-2008],2004,151000,Hyundai,65000,Petrol,Hatchback,5,Second Owner,Manual
2017 Used Maruti Suzuki Ertiga in Patna,Ertiga [2015-2018],2017,740000,Maruti Suzuki,44000,Diesel,SUV,7,First Owner,Manual
2016 Used Hyundai Grand i10 in Patna,Grand i10 [2013-2017],2016,335000,Hyundai,45000,Petrol,Hatchback,5,First Owner,Manual
2009 Used Maruti Suzuki Wagon R in Patna,Wagon R [2006-2010],2009,151000,Maruti Suzuki,59000,Petrol,Hatchback,5,Second Owner,Manual
2025 Used Tata Tiago EV in Patna,Tiago EV,2025,1200000,Tata,34,Electric,Hatchback,5,UnRegistered Car,Automatic
2002 Used Maruti Suzuki Zen in Ramanagara,Zen [1996-2003],2002,80000,Maruti Suzuki,100000,Petrol,Hatchback,0,4 or More Owners,Manual
2017 Used Maruti Suzuki Celerio in Ramanagara,Celerio [2014-2017],2017,425000,Maruti Suzuki,88000,Petrol,Hatchback,5,Second Owner ,Manual
2018 Used Maruti Suzuki Celerio in Ramanagara,Celerio [2017-2021],2018,575000,Maruti Suzuki,18000,Petrol,Hatchback,5,First Owner ,Manual
2023 Used Maruti Suzuki Swift in Ramanagara,Swift [2021-2024],2023,800000,Maruti Suzuki,14000,Petrol,Hatchback,5,First Owner ,Manual
2021 Used Maruti Suzuki Swift in Ramanagara,Swift [2021-2024],2021,600000,Maruti Suzuki,48000,Petrol,Hatchback,5,First Owner ,Manual
2015 Used Land Rover Range Rover Evoque in Bangalore,Range Rover Evoque [2014-2015],2015,2800000,Land Rover,44346,Diesel,SUV,5,Second Owner,Automatic
2022 Used Land Rover Range Rover in Bangalore,Range Rover,2022,29900000,Land Rover,48000,Diesel,SUV,5,UnRegistered Car,Automatic (TC)
2021 Used Mercedes-Benz GLA in Bangalore,GLA [2021-2024],2021,3950000,Mercedes-Benz,32550,Petrol,SUV,5,First Owner,Automatic (DCT)
2016 Used Volkswagen Vento in Bangalore,Vento [2015-2019],2016,585000,Volkswagen,62100,Petrol,Sedan,5,First Owner,Manual
2018 Used Mercedes-Benz GLS in Bangalore,GLS [2016-2020],2018,5588000,Mercedes-Benz,74200,Diesel,SUV,7,Second Owner ,Automatic
2015 Used BMW X5 in Bangalore,X5 [2014-2019],2015,2768000,BMW,97000,Diesel,SUV,5,First Owner,Automatic
2015 Used Volkswagen Vento in Bangalore,Vento [2014-2015],2015,645000,Volkswagen,77937,Petrol,Sedan,5,Second Owner,Automatic
2018 Used Mahindra KUV100 in Bangalore,KUV100 NXT,2018,498000,Mahindra,34548,Diesel,CompactSuv,6,First Owner,Manual
2021 Used Hyundai Grand i10 NIOS in Jalgaon,Grand i10 Nios [2019-2023],2021,575000,Hyundai,59567,Diesel,Hatchback,5,First Owner,Manual
2016 Used Mahindra TUV300 in Jalgaon,TUV300 [2015-2019],2016,550000,Mahindra,69000,Diesel,SUV,7,First Owner,Manual
2023 Used Mahindra Scorpio in Jalgaon,Scorpio N,2023,1650000,Mahindra,80000,Diesel,SUV,7,First Owner ,Manual
2018 Used Ford Ecosport in Jalgaon,EcoSport [2017-2019],2018,565000,Ford,70000,Diesel,SUV,5,First Owner,Manual
2015 Used Hyundai i10 in Jalgaon,i10 [2010-2017],2015,310000,Hyundai,85000,Petrol,Hatchback,5,Second Owner,Manual
2012 Used Hyundai Santro in Jalgaon,Santro Xing [2008-2015],2012,175000,Hyundai,75000,LPG,Hatchback,5,Second Owner,Manual
2017 Used Maruti Suzuki Ignis in Jalgaon,Ignis [2017-2019],2017,455000,Maruti Suzuki,77400,Petrol,Hatchback,5,First Owner,Manual
2018 Used Hyundai Creta in Jalgaon,Creta [2015-2017],2018,900000,Hyundai,99000,Diesel,SUV,5,First Owner,Manual
2017 Used Maruti Suzuki Vitara Brezza in Jalgaon,Vitara Brezza [2016-2020],2017,650000,Maruti Suzuki,69000,Diesel,SUV,5,Second Owner,Manual
2014 Used Renault Duster in Jalgaon,Duster [2012-2015],2014,411000,Renault,95625,Diesel,SUV,5,First Owner,Manual
2011 Used Maruti Suzuki Alto in Jalgaon,Alto K10 [2010-2014],2011,131000,Maruti Suzuki,87000,Petrol,Hatchback,5,Fourth Owner,Manual
2014 Used Hyundai i20 in Jalgaon,i20 [2012-2014],2014,450000,Hyundai,75000,Diesel,Hatchback,5,First Owner,Manual
2020 Used Hyundai Venue in Jalgaon,Venue [2019-2022],2020,790000,Hyundai,31264,Petrol,SUV,5,First Owner,Manual
2019 Used Maruti Suzuki Vitara Brezza in Jalgaon,Vitara Brezza [2016-2020],2019,735000,Maruti Suzuki,50000,Diesel,SUV,5,First Owner,Manual
2019 Used Maruti Suzuki Ignis in Jalgaon,Ignis [2019-2020],2019,460000,Maruti Suzuki,70000,Petrol,Hatchback,5,First Owner,Manual
2021 Used Hyundai Grand i10 NIOS in Jalgaon,Grand i10 Nios [2019-2023],2021,575000,Hyundai,53000,Diesel,Hatchback,5,First Owner,Manual
2022 Used Maruti Suzuki Eeco in Jalgaon,Eeco,2022,600000,Maruti Suzuki,70000,Petrol,Minivan,7,First Owner,Manual
2020 Used Maruti Suzuki Eeco in Jalgaon,Eeco [2010-2022],2020,440000,Maruti Suzuki,75000,Petrol,Minivan,5,Second Owner,Manual
2015 Used Ford Aspire in Jalgaon,Aspire [2015-2018],2015,275000,Ford,54000,Petrol,CompactSedan,5,First Owner,Automatic
2016 Used Ford Ecosport in Jalgaon,EcoSport [2015-2017],2016,500000,Ford,65000,Diesel,SUV,5,First Owner,Manual
2014 Used Maruti Suzuki Omni in Jalgaon,Omni,2014,220000,Maruti Suzuki,70000,Petrol,Minivan,8,First Owner,Manual
2018 Used Tata Nexon in Jalgaon,Nexon [2017-2020],2018,700000,Tata,45000,Diesel,SUV,5,First Owner,Automatic (AMT)
2010 Used Maruti Suzuki Swift DZire in Jalgaon,Swift Dzire [2010-2011],2010,195000,Maruti Suzuki,95000,Petrol,Sedan,5,First Owner,Manual
2018 Used Tata Tigor in Jalgaon,Tigor [2018-2020],2018,460000,Tata,90268,Diesel,CompactSedan,5,First Owner,Manual
2014 Used Skoda Rapid in Jabalpur,Rapid [2011-2014],2014,349999,Skoda,127030,Diesel,Sedan,5,Third Owner ,Manual
2016 Used Hyundai Grand i10 in Jabalpur,Grand i10 [2013-2017],2016,440000,Hyundai,39000,Petrol,Hatchback,5,First Owner ,Manual
2022 Used Mahindra XUV700 in Jabalpur,XUV700,2022,2100000,Mahindra,51800,Diesel,SUV,7,First Owner ,Automatic (TC)
2018 Used Jeep Compass in Jabalpur,Compass [2017-2021],2018,1550000,Jeep,59000,Petrol,SUV,5,First Owner ,Automatic
2017 Used Mercedes-Benz GLS in Raipur,GLS [2016-2020],2017,2700000,Mercedes-Benz,90000,Diesel,SUV,7,Second Owner ,Automatic
2014 Used Toyota Fortuner in Raipur,Fortuner [2012-2016],2014,1250000,Toyota,120000,Diesel,SUV,7,Second Owner ,Automatic
2019 Used Volvo V90 Cross Country in Raipur,V90 Cross Country,2019,3000000,Volvo,52000,Diesel,StationWagon,5,First Owner ,Automatic
2020 Used Volkswagen Tiguan in Raipur,Tiguan [2017-2020],2020,1900000,Volkswagen,42000,Diesel,SUV,5,Second Owner ,Automatic
2018 Used Mercedes-Benz E-Class in Raipur,E-Class [2017-2021],2018,2800000,Mercedes-Benz,52000,Diesel,Sedan,5,First Owner ,Automatic (TC)
2019 Used BMW X4 in Raipur,X4 [2019-2022],2019,3700000,BMW,50000,Diesel,SUV,5,First Owner ,Automatic
2021 Used Volvo XC90 in Raipur,XC90 [2021-2022],2021,5700000,Volvo,45000,Mild Hybrid(Electric + Petrol),SUV,7,First Owner ,Automatic (TC)
2018 Used Mercedes-Benz E-Class in Raipur,E-Class [2017-2021],2018,2800000,Mercedes-Benz,40000,Diesel,Sedan,5,First Owner ,Automatic
2018 Used BMW 6-Series GT in Raipur,6 Series GT [2018-2021],2018,3800000,BMW,50000,Diesel,Sedan,5,First Owner ,Automatic
2018 Used Mercedes-Benz E-Class in Raipur,E-Class [2017-2021],2018,2700000,Mercedes-Benz,90000,Diesel,Sedan,5,First Owner ,Automatic (TC)
2014 Used Audi A4 in Raipur,A4 [2013-2016],2014,800000,Audi,90000,Diesel,Sedan,5,First Owner ,Automatic
2016 Used Audi Q5 in Raipur,Q5 [2013-2018],2016,1600000,Audi,60000,Diesel,SUV,5,First Owner ,Automatic
2020 Used Mercedes-Benz GLC in Raipur,GLC [2019-2023],2020,3980000,Mercedes-Benz,34000,Diesel,SUV,5,First Owner ,Automatic (TC)
2019 Used BMW X3 in Raipur,X3 [2014-2018],2019,2690000,BMW,85000,Diesel,SUV,5,Second Owner ,Automatic
2016 Used Renault Kwid in Shivpuri,Kwid [2015-2019],2016,180000,Renault,90000,Petrol,Hatchback,5,Third Owner ,Manual
2006 Used Maruti Suzuki 800 in Shivpuri,800 [2000-2008],2006,50000,Maruti Suzuki,185000,Petrol,Hatchback,5,Third Owner ,Manual
2020 Used Tata Tiago in Shivpuri,Tiago,2020,450000,Tata,75000,Petrol,Hatchback,5,Second Owner ,Manual
2023 Used Mahindra XUV400 in Shivpuri,XUV400,2023,2000000,Mahindra,900000,Electric,CompactSuv,5,First Owner ,Automatic
2014 Used Hyundai i10 in Shivpuri,i10 [2010-2017],2014,200000,Hyundai,49251,Petrol,Hatchback,5,Second Owner ,Manual
