Name,Model,Date of assembly,Price,Brand,KM Driven,Fuel Type,Body Type,Seat capicity,No. of prev owners,Transmission
2013 Tata Indigo,Indigo eCS 2010-2017,2013,135000,Tata,130000,Diesel,Sedan,5,Second-Owner,Manual
2022 Maruti Ertiga,Ertiga,2022,850000,Maruti,120000,Petrol,MUV,7,First-Owner,Manual
2021 Mahindra Bolero,Bolero,2021,900000,Mahindra,50000,Diesel,SUV,7,First-Owner,Manual
2012 Maruti SX4,SX4 2007-2012,2012,250000,Maruti,100000,Diesel,Sedan,5,First-Owner,Manual
2023 Maruti Wagon R,Wagon R,2023,550000,Maruti,90000,Petrol,Hatchback,5,Second-Owner,Manual
2022 Tata Punch,Punch,2022,580000,Tata,40000,Petrol,SUV,5,First-Owner,Manual
2011 Toyota Fortuner,Fortuner 2009-2011,2011,1100000,Toyota,120000,Diesel,SUV,7,First-Owner,Manual
2014 Ford Figo,Figo 2012-2015,2014,170000,Ford,65000,Diesel,Hatchback,5,Second-Owner,Manual
2018 Tata Tiago,Tiago 2015-2019,2018,315000,Tata,73000,Diesel,Hatchback,5,Second-Owner,Manual
2021 Tata Safari,Safari 2021-2023,2021,1700000,Tata,80000,Diesel,SUV,7,First-Owner,Automatic
2024 Maruti Baleno,Baleno,2024,630000,Maruti,40000,Petrol,Hatchback,5,First-Owner,Manual
2021 Hyundai Creta,Creta 2020-2024,2021,1350000,Hyundai,60000,Diesel,SUV,5,Second-Owner,Manual
2021 Tata Punch,Punch,2021,799999,Tata,30000,Petrol,SUV,5,First-Owner,Automatic
2012 Tata Aria,Aria 2010-2013,2012,250000,Tata,80000,Diesel,MUV,7,Fourth-Owner,Manual
2018 Maruti Ignis,Ignis,2018,580000,Maruti,80000,Diesel,Hatchback,5,First-Owner,Manual
2021 Maruti Baleno,Baleno 2015-2022,2021,650000,Maruti,80000,Petrol,Hatchback,5,First-Owner,Manual
2021 Mahindra Thar,Thar,2021,1451000,Mahindra,60000,Diesel,SUV,4,Second-Owner,Manual
2013 Mahindra Bolero,Bolero 2011-2019,2013,550000,Mahindra,160000,Diesel,SUV,7,First-Owner,Manual
2019 Tata Tigor,Tigor 2017-2020,2019,500000,Tata,120000,Diesel,Sedan,5,First-Owner,Manual
2021 Hyundai Creta,Creta 2020-2024,2021,1250000,Hyundai,65000,Diesel,SUV,5,Second-Owner,Manual
2017 Tata Zest,Zest,2017,350000,Tata,113000,Diesel,Sedan,5,Second-Owner,Manual
2020 MG ZS EV,ZS EV 2020-2022,2020,1200000,MG,120000,Electric,SUV,5,First-Owner,Automatic
2020 Ford Freestyle,Freestyle,2020,800000,Ford,180000,Diesel,Hatchback,5,First-Owner,Manual
2012 Tata Indica,Indica Vista 2008-2013,2012,151000,Tata,160000,Diesel,Hatchback,5,Second-Owner,Manual
2010 Maruti Swift,Swift 2004-2010,2010,320000,Maruti,90000,Diesel,Hatchback,5,Second-Owner,Manual
2012 Tata Indica V2,Indica V2,2012,250000,Tata,150000,Diesel,Hatchback,5,First-Owner,Manual
2012 Maruti Swift Dzire,Swift Dzire 2011-2014,2012,370000,Maruti,100000,Diesel,Sedan,5,Fourth-Owner,Manual
2012 Maruti Swift Dzire,Swift Dzire 2011-2014,2012,360000,Maruti,200000,Diesel,Sedan,5,Fourth-Owner,Manual
2017 Maruti Swift Dzire,Dzire 2017-2020,2017,650000,Maruti,174000,Diesel,Sedan,5,Second-Owner,Manual
2022 Kia Sonet,Sonet 2020-2024,2022,990000,Kia,95000,Diesel,SUV,5,First-Owner,Manual
2022 Maruti Celerio,Celerio,2022,550000,Maruti,95000,Petrol,Hatchback,5,First-Owner,Manual
2020 Mahindra Bolero,Bolero,2020,800000,Mahindra,80000,Diesel,SUV,7,First-Owner,Manual
2021 Hyundai Venue,Venue 2019-2022,2021,910000,Hyundai,113000,Diesel,SUV,5,First-Owner,Manual
2021 Maruti Ertiga,Ertiga 2015-2022,2021,875000,Maruti,94200,Petrol,MUV,7,First-Owner,Manual
2018 Maruti Vitara Brezza,Vitara Brezza 2016-2020,2018,790000,Maruti,108000,Diesel,SUV,5,First-Owner,Manual
2020 Hyundai i20,Elite i20 2017-2020,2020,675000,Hyundai,120000,Petrol,Hatchback,5,First-Owner,Manual
2019 Maruti Ertiga,Ertiga 2015-2022,2019,1080000,Maruti,130000,Diesel,MUV,7,First-Owner,Manual
2019 Hyundai Creta,Creta 2015-2020,2019,1250000,Hyundai,73000,Diesel,SUV,5,Third-Owner,Automatic
2019 Toyota Innova Crysta,Innova Crysta 2016-2020,2019,1900000,Toyota,140000,Diesel,MUV,7,First-Owner,Manual
2018 Renault Duster,Duster 2016-2019,2018,790000,Renault,140000,Diesel,SUV,5,First-Owner,Manual
2017 Maruti Ciaz,Ciaz 2014-2017,2017,670000,Maruti,98000,Diesel,Sedan,5,First-Owner,Manual
2021 Maruti Swift,Swift 2021-2024,2021,580000,Maruti,33000,Petrol,Hatchback,5,Third-Owner,Manual
2019 Maruti Ertiga,Ertiga 2015-2022,2019,1000000,Maruti,120000,Diesel,MUV,7,First-Owner,Manual
2018 Renault KWID,KWID 2015-2019,2018,380000,Renault,33000,Petrol,Hatchback,5,First-Owner,Manual
2019 Maruti Vitara Brezza,Vitara Brezza 2016-2020,2019,820000,Maruti,82000,Diesel,SUV,5,Second-Owner,Manual
2021 MG Hector Plus,Hector Plus 2020-2023,2021,1300000,MG,82000,Petrol,SUV,6,First-Owner,Automatic
2014 Toyota Fortuner,Fortuner 2011-2016,2014,1550000,Toyota,240000,Diesel,SUV,7,First-Owner,Manual
2020 Maruti Wagon R,Wagon R 2013-2022,2020,480000,Maruti,65000,Petrol,Hatchback,5,First-Owner,Manual
2016 Tata Tiago,Tiago 2015-2019,2016,380000,Tata,83000,Diesel,Hatchback,5,First-Owner,Manual
2024 Kia Seltos,Seltos,2024,2200000,Kia,20000,Diesel,SUV,5,First-Owner,Automatic
2024 Tata Nexon,Nexon,2024,1150000,Tata,60000,Petrol,SUV,5,First-Owner,Manual
2021 Maruti S Cross,S Cross,2021,950000,Maruti,40000,Petrol,SUV,5,First-Owner,Manual
2017 Maruti Baleno,Baleno 2015-2022,2017,700000,Maruti,70000,Petrol,Hatchback,5,First-Owner,Manual
2019 Maruti Celerio,Celerio 2017-2021,2019,450000,Maruti,60000,Petrol,Hatchback,5,First-Owner,Manual
2012 Maruti Alto 800,Alto 800 2012-2016,2012,180000,Maruti,120000,Petrol,Hatchback,5,Third-Owner,Manual
2010 Ford Figo,Figo 2010-2012,2010,170000,Ford,100000,Petrol,Hatchback,5,Second-Owner,Manual
2016 Mercedes-Benz E-Class,E-Class 2015-2017,2016,3000000,Mercedes-Benz,32000,Diesel,Sedan,5,Second-Owner,Automatic
2020 Renault Triber,Triber 2019-2025,2020,650000,Renault,55000,Petrol,MUV,7,First-Owner,Manual
2012 Hyundai EON,EON,2012,240000,Hyundai,110009,Petrol,Hatchback,5,Second-Owner,Manual
2003 Maruti Zen,Zen,2003,155000,Maruti,91000,Petrol,Hatchback,5,Third-Owner,Manual
2022 Maruti Swift Dzire,Swift Dzire 2020-2024,2022,600000,Maruti,150000,Petrol,Sedan,5,Second-Owner,Manual
2020 Ford Aspire,Figo Aspire,2020,550000,Ford,81000,Diesel,Sedan,5,First-Owner,Manual
2008 Hyundai Santro Xing,Santro Xing,2008,100000,Hyundai,160000,Petrol,Hatchback,5,First-Owner,Manual
1998 Maruti Zen,Zen,1998,100000,Maruti,99000,Petrol,Hatchback,5,Fourth-Owner,Manual
2003 Maruti Zen,Zen,2003,150000,Maruti,91000,Petrol,Hatchback,5,Third-Owner,Manual
2017 Volkswagen Vento,Vento 2015-2019,2017,550000,Volkswagen,94000,Diesel,Sedan,5,Second-Owner,Manual
2011 Mahindra Xylo,Xylo 2008-2011,2011,500000,Mahindra,41000,Diesel,MUV,8,First-Owner,Manual
2013 Maruti Alto K10,Alto K10 2010-2014,2013,320000,Maruti,79000,Petrol,Hatchback,5,Second-Owner,Manual
2013 Maruti Swift Dzire,Swift Dzire 2011-2014,2013,500000,Maruti,181000,Diesel,Sedan,5,First-Owner,Manual
2024 Hyundai Exter,Exter,2024,800000,Hyundai,20000,Petrol,SUV,5,First-Owner,Automatic
2021 Kia Seltos,Seltos 2019-2023,2021,900000,Kia,60000,Petrol,SUV,5,First-Owner,Manual
2022 Honda Amaze 2nd Gen,Amaze 2nd Gen,2022,660000,Honda,11400,Petrol,Sedan,5,First-Owner,Automatic
2021 Kia Seltos,Seltos 2019-2023,2021,1150000,Kia,150000,Diesel,SUV,5,First-Owner,Manual
2013 Hyundai i10,i10,2013,270000,Hyundai,178779,Petrol,Hatchback,5,Second-Owner,Manual
2024 Tata Nexon,Nexon,2024,1200000,Tata,40000,Petrol,SUV,5,First-Owner,Manual
2022 Maruti Swift Dzire,Swift Dzire 2020-2024,2022,800000,Maruti,120000,Petrol,Sedan,5,First-Owner,Manual
2015 Maruti Swift Dzire,Swift Dzire 2015-2017,2015,400000,Maruti,160000,Diesel,Sedan,5,Second-Owner,Manual
2022 Maruti Baleno,Baleno,2022,950000,Maruti,20000,Petrol,Hatchback,5,First-Owner,Manual
2019 Tata Harrier,Harrier 2019-2023,2019,950000,Tata,100000,Diesel,SUV,5,Second-Owner,Manual
2018 Maruti Swift Dzire,Dzire 2017-2020,2018,550000,Maruti,20000,Petrol,Sedan,5,First-Owner,Manual
2017 Maruti Swift Dzire,Swift Dzire 2015-2017,2017,600000,Maruti,120000,Diesel,Sedan,5,First-Owner,Manual
2017 Maruti Ertiga,Ertiga 2015-2022,2017,740000,Maruti,130000,Diesel,MUV,7,Third-Owner,Manual
2019 Ford Aspire,Figo Aspire,2019,550000,Ford,119000,Diesel,Sedan,5,Second-Owner,Manual
2017 Maruti Baleno,Baleno 2015-2022,2017,429000,Maruti,120000,Petrol,Hatchback,5,Third-Owner,Manual
2011 Toyota Innova,Innova 2004-2011,2011,500000,Toyota,160000,Diesel,MUV,8,Third-Owner,Manual
2017 Hyundai Creta,Creta 2015-2020,2017,250000,Hyundai,55000,Diesel,SUV,5,First-Owner,Automatic
2023 Maruti Wagon R,Wagon R,2023,625000,Maruti,13000,Petrol,Hatchback,5,First-Owner,Manual
2024 Tata Nexon,Nexon,2024,1400000,Tata,21000,Diesel,SUV,5,First-Owner,Automatic
2014 Mahindra XUV500,XUV500 2011-2015,2014,570000,Mahindra,150000,Diesel,SUV,7,Third-Owner,Manual
2021 Tata Harrier,Harrier 2019-2023,2021,1350000,Tata,95000,Diesel,SUV,5,First-Owner,Manual
2019 Maruti Alto 800,Alto 800,2019,350000,Maruti,60000,Petrol,Hatchback,5,First-Owner,Manual
2014 Jaguar XF,XF,2014,1400000,Jaguar,98000,Petrol,Sedan,5,Third-Owner,Automatic
2022 Mahindra XUV700,XUV700,2022,1800000,Mahindra,38000,Diesel,SUV,7,First-Owner,Manual
2023 Maruti Brezza,Brezza,2023,1100000,Maruti,40000,Petrol,SUV,5,Second-Owner,Manual
2018 Maruti Alto 800,Alto 800 2016-2019,2018,290000,Maruti,40000,Petrol,Hatchback,5,Second-Owner,Manual
2016 Honda Amaze,Amaze 2016-2021,2016,350000,Honda,150000,Diesel,Sedan,5,Second-Owner,Manual
2023 Volkswagen Virtus,Virtus,2023,1299999,Volkswagen,40000,Petrol,Sedan,5,First-Owner,Manual
2017 Mahindra KUV 100 NXT,KUV 100 NXT,2017,300000,Mahindra,120000,Petrol,Hatchback,6,Second-Owner,Manual
2019 Mahindra TUV 300,TUV 300,2019,643000,Mahindra,150000,Diesel,SUV,7,First-Owner,Manual
2017 Maruti Swift Dzire,Swift Dzire 2015-2017,2017,485000,Maruti,100000,Diesel,Sedan,5,Third-Owner,Manual
2016 Maruti Swift,Swift 2014-2021,2016,430000,Maruti,70000,Diesel,Hatchback,5,First-Owner,Manual
2025 Mahindra Bolero,Bolero,2025,190000,Mahindra,32000,Diesel,SUV,7,Third-Owner,Manual
2023 Tata Punch,Punch,2023,500000,Tata,85000,Petrol,SUV,5,First-Owner,Manual
2009 Maruti Swift Dzire,Swift Dzire 2008-2012,2009,190000,Maruti,141000,Petrol,Sedan,5,Second-Owner,Manual
2017 Hyundai Grand i10,Grand i10,2017,400000,Hyundai,110000,Diesel,Hatchback,5,First-Owner,Manual
2024 Maruti Swift Dzire,Swift Dzire 2020-2024,2024,690000,Maruti,27000,Petrol,Sedan,5,First-Owner,Manual
2010 Hyundai i10,i10,2010,150000,Hyundai,120000,Petrol,Hatchback,5,Fourth-Owner,Manual
2025 Mahindra Thar ROXX,Thar ROXX,2025,1450000,Mahindra,19000,Petrol,SUV,5,First-Owner,Manual
2011 Maruti Swift,Swift 2010-2014,2011,180000,Maruti,105000,Diesel,Hatchback,5,Third-Owner,Manual
2015 Honda Amaze,Amaze 2016-2021,2015,331000,Honda,59786,Petrol,Sedan,5,First-Owner,Manual
2013 Honda Amaze,Amaze 2016-2021,2013,360000,Honda,78540,Diesel,Sedan,5,First-Owner,Manual
2024 Toyota Hyryder,Hyryder,2024,2300000,Toyota,10000,Petrol,SUV,5,First-Owner,Automatic
2025 Volkswagen Virtus,Virtus,2025,2100000,Volkswagen,10000,Petrol,Sedan,5,First-Owner,Automatic
2008 Maruti Alto 800,Alto 2005-2010,2008,160000,Maruti,70000,Petrol,Hatchback,5,First-Owner,Manual
2022 Tata Harrier,Harrier 2019-2023,2022,1849000,Tata,70000,Diesel,SUV,5,First-Owner,Automatic
2023 Maruti Jimny,Jimny,2023,1430000,Maruti,40000,Petrol,SUV,4,First-Owner,Automatic
2014 Honda Amaze,Amaze 2013-2016,2014,320000,Honda,120000,Diesel,Sedan,5,Third-Owner,Manual
2018 Honda Jazz,Jazz 2014-2020,2018,700000,Honda,50000,Petrol,Hatchback,5,First-Owner,Manual
2023 Hyundai Aura,Aura 2020-2023,2023,850000,Hyundai,30000,Petrol,Sedan,5,First-Owner,Automatic
2023 Maruti Alto K10,Alto K10,2023,455000,Maruti,20000,Petrol,Hatchback,5,First-Owner,Manual
2021 Kia Sonet,Sonet 2020-2024,2021,850000,Kia,30000,Petrol,SUV,5,First-Owner,Manual
2022 Tata Nexon,Nexon 2020-2023,2022,700000,Tata,30000,Petrol,SUV,5,First-Owner,Manual
2013 Maruti Wagon R,Wagon R 2013-2022,2013,220000,Maruti,150000,Petrol,Hatchback,5,Second-Owner,Manual
2012 Hyundai EON,EON,2012,205000,Hyundai,50000,Petrol,Hatchback,5,First-Owner,Manual
2024 Maruti Baleno,Baleno,2024,750000,Maruti,20000,Petrol,Hatchback,5,Second-Owner,Manual
2011 Volkswagen Vento,Vento 2010-2014,2011,285000,Volkswagen,60000,Diesel,Sedan,5,Second-Owner,Manual
2024 Kia Sonet,Sonet,2024,1050000,Kia,28000,Petrol,SUV,5,First-Owner,Manual
2000 Maruti 800,800,2000,35000,Maruti,100000,Petrol,Hatchback,4,Third-Owner,Manual
2023 Volkswagen Taigun,Taigun,2023,1225000,Volkswagen,10000,Petrol,SUV,5,First-Owner,Manual
2023 Maruti Alto K10,Alto K10,2023,430000,Maruti,6200,Petrol,Hatchback,5,Second-Owner,Manual
2021 Maruti S-Presso,S-Presso,2021,395000,Maruti,65000,Petrol,Hatchback,5,First-Owner,Manual
2014 Maruti A-Star,A-Star,2014,270000,Maruti,55000,Petrol,Hatchback,5,Second-Owner,Manual
2016 Tata Safari,Safari 2005-2017,2016,570000,Tata,171000,Diesel,SUV,7,First-Owner,Manual
2022 Hyundai Creta,Creta 2020-2024,2022,1650000,Hyundai,100000,Diesel,SUV,5,First-Owner,Manual
2025 Maruti Grand Vitara,Grand Vitara,2025,2050000,Maruti,30000,Petrol,SUV,5,First-Owner,Automatic
2025 Tata Curvv,Curvv,2025,1400000,Tata,7000,Petrol,SUV,5,First-Owner,Manual
2017 Hyundai Creta,Creta 2015-2020,2017,810000,Hyundai,190000,Diesel,SUV,5,First-Owner,Manual
2013 Renault Duster,Duster 2012-2015,2013,350000,Renault,200000,Diesel,SUV,5,Third-Owner,Manual
2022 Tata Harrier,Harrier 2019-2023,2022,1600000,Tata,40000,Diesel,SUV,5,Second-Owner,Manual
2011 Ford Figo,Figo 2010-2012,2011,140000,Ford,160000,Diesel,Hatchback,5,Fifth-Owner,Manual
2013 Tata Indica V2,Indica V2,2013,150000,Tata,100000,Diesel,Hatchback,5,First-Owner,Manual
2004 Hyundai Santro Xing,Santro Xing,2004,80000,Hyundai,120000,Petrol,Hatchback,5,Fifth-Owner,Manual
2023 Hyundai Verna,Verna,2023,1655000,Hyundai,10000,Petrol,Sedan,5,First-Owner,Automatic
2010 Maruti Swift Dzire,Swift Dzire 2008-2012,2010,200000,Maruti,150000,Diesel,Sedan,5,Fifth-Owner,Manual
2022 Tata Nexon,Nexon 2020-2023,2022,1010000,Tata,10000,Petrol,SUV,5,First-Owner,Manual
2014 Hyundai EON,EON,2014,260000,Hyundai,80000,Petrol,Hatchback,5,Second-Owner,Manual
2020 Hyundai Venue,Venue 2019-2022,2020,800000,Hyundai,80000,Petrol,SUV,5,First-Owner,Manual
2012 Toyota Innova,Innova 2012-2013,2012,575000,Toyota,150000,Diesel,MUV,7,First-Owner,Manual
2019 Hyundai Venue,Venue 2019-2022,2019,950000,Hyundai,138000,Diesel,SUV,5,First-Owner,Manual
2019 Toyota Innova Crysta,Innova Crysta 2016-2020,2019,1475000,Toyota,229800,Diesel,MUV,8,Second-Owner,Manual
2015 Ford Figo,Figo 2012-2015,2015,225000,Ford,50000,Diesel,Hatchback,5,First-Owner,Manual
2019 Maruti Vitara Brezza,Vitara Brezza 2016-2020,2019,665000,Maruti,106000,Diesel,SUV,5,First-Owner,Manual
2022 Renault Triber,Triber 2019-2025,2022,700000,Renault,20000,Petrol,MUV,7,First-Owner,Manual
2015 Chevrolet Tavera,Tavera 2012-2017,2015,300000,Chevrolet,160000,Diesel,MUV,10,Second-Owner,Manual
2017 Hyundai EON,EON,2017,200000,Hyundai,90000,Petrol,Hatchback,5,First-Owner,Manual
2022 Volkswagen Taigun,Taigun,2022,1350000,Volkswagen,30000,Petrol,SUV,5,First-Owner,Manual
2016 Maruti Ritz,Ritz,2016,325000,Maruti,90000,Diesel,Hatchback,5,Second-Owner,Manual
2016 Maruti Swift,Swift 2014-2021,2016,310000,Maruti,90000,Diesel,Hatchback,5,Second-Owner,Manual
2014 Maruti Ertiga,Ertiga 2012-2015,2014,650000,Maruti,160000,Diesel,MUV,7,Second-Owner,Manual
2023 Maruti Ignis,Ignis,2023,675000,Maruti,60000,Petrol,Hatchback,5,First-Owner,Automatic
2022 Tata Safari,Safari 2021-2023,2022,1600000,Tata,120000,Diesel,SUV,6,First-Owner,Automatic
2010 Tata Manza,Manza,2010,138000,Tata,70000,Petrol,Sedan,5,First-Owner,Manual
2015 Maruti Wagon R,Wagon R 2013-2022,2015,350000,Maruti,100000,Petrol,Hatchback,5,Second-Owner,Manual
2018 Honda City,City 4th Generation,2018,720000,Honda,100000,Diesel,Sedan,5,Second-Owner,Manual
2021 Skoda Rapid,Rapid,2021,800000,Skoda,80000,Petrol,Sedan,5,First-Owner,Automatic
2014 Hyundai Grand i10,Grand i10 2013-2016,2014,350000,Hyundai,60000,Petrol,Hatchback,5,First-Owner,Manual
2016 Renault KWID,KWID 2015-2019,2016,300000,Renault,78000,Petrol,Hatchback,5,Second-Owner,Manual
2015 Hyundai i20,Elite i20 2014-2017,2015,550000,Hyundai,150000,Diesel,Hatchback,5,Second-Owner,Manual
2019 Maruti Swift,Swift 2014-2021,2019,600000,Maruti,70000,Petrol,Hatchback,5,First-Owner,Manual
2019 Honda BR-V,BR-V,2019,650000,Honda,60000,Petrol,SUV,7,First-Owner,Automatic
2023 Renault Kiger,Kiger 2021-2023,2023,650000,Renault,70000,Petrol,SUV,5,First-Owner,Manual
2017 Maruti Baleno,Baleno 2015-2022,2017,600000,Maruti,40000,Petrol,Hatchback,5,Second-Owner,Manual
2013 Hyundai Verna,Verna 2011-2015,2013,380000,Hyundai,100000,Diesel,Sedan,5,Third-Owner,Manual
2016 Renault KWID,KWID 2015-2019,2016,150000,Renault,100000,Petrol,Hatchback,5,Fourth-Owner,Manual
2020 Mahindra Marazzo,Marazzo,2020,690000,Mahindra,80000,Diesel,MUV,8,Second-Owner,Manual
2009 Hyundai Santro Xing,Santro Xing,2009,150000,Hyundai,93000,Petrol,Hatchback,5,Third-Owner,Manual
2009 Maruti Wagon R,Wagon R 2006-2010,2009,115000,Maruti,80000,Petrol,Hatchback,5,Third-Owner,Manual
2022 Maruti Baleno,Baleno,2022,700000,Maruti,15000,Petrol,Hatchback,5,First-Owner,Manual
2012 Ford Figo,Figo 2012-2015,2012,200000,Ford,97000,Diesel,Hatchback,5,Second-Owner,Manual
2021 Mahindra Scorpio,Scorpio 2014-2022,2021,1400000,Mahindra,63000,Diesel,SUV,7,First-Owner,Manual
2015 Honda Jazz,Jazz 2014-2020,2015,450000,Honda,65000,Diesel,Hatchback,5,First-Owner,Manual
2021 MG Hector,Hector 2021-2023,2021,1420000,MG,25000,Petrol,SUV,5,First-Owner,Manual
2023 Hyundai Creta,Creta 2020-2024,2023,1050000,Hyundai,21942,Petrol,SUV,5,First-Owner,Manual
2012 Chevrolet Beat,Beat 2009-2013,2012,135000,Chevrolet,75000,Petrol,Hatchback,5,First-Owner,Manual
2022 Toyota Fortuner,Fortuner,2022,3650000,Toyota,91000,Petrol,SUV,7,First-Owner,Automatic
2020 Renault Triber,Triber 2019-2025,2020,450000,Renault,60000,Petrol,MUV,7,First-Owner,Manual
2016 Hyundai Xcent,Xcent 2014-2016,2016,450000,Hyundai,78000,Diesel,Sedan,5,First-Owner,Manual
2021 Maruti Celerio,Celerio,2021,450000,Maruti,63000,Petrol,Hatchback,5,Second-Owner,Manual
2015 Hyundai Grand i10,Grand i10 2013-2016,2015,400000,Hyundai,70000,Diesel,Hatchback,5,First-Owner,Manual
2009 Hyundai i10,i10,2009,125000,Hyundai,80000,Petrol,Hatchback,5,Second-Owner,Manual
2012 Tata Indigo,Indigo eCS 2010-2017,2012,170000,Tata,100000,Diesel,Sedan,5,Second-Owner,Manual
2013 Honda Brio,Brio 2011-2013,2013,180000,Honda,150000,Petrol,Hatchback,5,Third-Owner,Manual
2018 Renault KWID,KWID 2015-2019,2018,290000,Renault,60000,Petrol,Hatchback,5,Second-Owner,Manual
2017 Maruti Wagon R,Wagon R 2013-2022,2017,425000,Maruti,70000,Petrol,Hatchback,5,First-Owner,Manual
2012 Toyota Innova,Innova 2009-2012,2012,350000,Toyota,160000,Diesel,MUV,8,First-Owner,Manual
2019 Maruti Wagon R,Wagon R 2013-2022,2019,350000,Maruti,20000,Petrol,Hatchback,5,First-Owner,Automatic
2022 Hyundai Venue,Venue,2022,700000,Hyundai,160000,Petrol,SUV,5,First-Owner,Manual
2018 Nissan Sunny,Sunny,2018,420009,Nissan,80000,Diesel,Sedan,5,Second-Owner,Manual
2018 Honda Amaze,Amaze 2016-2021,2018,550000,Honda,67000,Petrol,Sedan,5,Second-Owner,Automatic
2019 Hyundai Grand i10 Nios,Grand i10 Nios 2019-2023,2019,420000,Hyundai,60000,Petrol,Hatchback,5,Second-Owner,Manual
2023 Hyundai Aura,Aura 2020-2023,2023,750000,Hyundai,30000,CNG,Sedan,5,First-Owner,Manual
2015 Maruti Alto K10,Alto K10 2014-2020,2015,100085,Maruti,60000,Petrol,Hatchback,5,Second-Owner,Manual
2024 Hyundai Venue,Venue,2024,1000000,Hyundai,27000,Petrol,SUV,5,First-Owner,Manual
2012 Maruti Alto 800,Alto 800 2012-2016,2012,72000,Maruti,52000,Petrol,Hatchback,5,Second-Owner,Manual
2022 Renault Kiger,Kiger 2021-2023,2022,510000,Renault,144000,Petrol,SUV,5,First-Owner,Manual
2023 Hyundai Venue,Venue,2023,962000,Hyundai,63000,Petrol,SUV,5,First-Owner,Manual
2019 Mahindra Bolero Power Plus,Bolero Power Plus,2019,272155,Mahindra,92000,Diesel,SUV,7,Fifth-Owner,Manual
2017 Mahindra Bolero,Bolero 2011-2019,2017,800000,Mahindra,50000,Diesel,SUV,9,First-Owner,Manual
2024 Tata Nexon EV,Nexon EV,2024,1600000,Tata,30000,Electric,SUV,5,First-Owner,Automatic
2021 Hyundai i20,i20 2020-2023,2021,725000,Hyundai,30000,Petrol,Hatchback,5,First-Owner,Manual
2024 Tata Tiago EV,Tiago EV,2024,900000,Tata,30000,Electric,Hatchback,5,First-Owner,Automatic
2019 Mahindra Bolero Pik Up,Bolero Pik Up,2019,600000,Mahindra,64000,Diesel,Pickup Trucks,2,Second-Owner,Manual
2023 MG Astor,Astor,2023,1290000,MG,29306,Petrol,SUV,5,First-Owner,Manual
2020 Kia Seltos,Seltos 2019-2023,2020,1100000,Kia,114000,Diesel,SUV,5,Second-Owner,Manual
2021 Hyundai Creta,Creta 2020-2024,2021,1000000,Hyundai,61000,Diesel,SUV,5,First-Owner,Manual
2021 Mahindra Bolero,Bolero,2021,850000,Mahindra,60000,Diesel,SUV,7,First-Owner,Manual
2016 Toyota Innova Crysta,Innova Crysta 2016-2020,2016,1100000,Toyota,140000,Diesel,MUV,7,Second-Owner,Manual
2020 BMW X1,X1 2020-2023,2020,2050000,BMW,80000,Diesel,SUV,5,First-Owner,Automatic
2017 BMW 5 Series,5 Series 2013-2017,2017,2200000,BMW,97000,Diesel,Sedan,5,Second-Owner,Automatic
2017 Toyota Innova Crysta,Innova Crysta 2016-2020,2017,1250000,Toyota,120000,Diesel,MUV,7,First-Owner,Manual
2009 Tata Indigo,Indigo CS 2008-2012,2009,110000,Tata,130000,Diesel,Sedan,5,Third-Owner,Manual
2013 Toyota Innova,Innova,2013,850000,Toyota,100000,Diesel,MUV,7,Third-Owner,Manual
2012 Chevrolet Spark,Spark,2012,150000,Chevrolet,90000,Petrol,Hatchback,5,First-Owner,Manual
2020 Maruti Vitara Brezza,Vitara Brezza 2016-2020,2020,1000000,Maruti,73000,Diesel,SUV,5,Second-Owner,Manual
2010 Mahindra Scorpio,Scorpio 2006-2009,2010,375000,Mahindra,100000,Diesel,SUV,8,Third-Owner,Automatic
2023 Toyota Fortuner,Fortuner,2023,4400000,Toyota,30000,Diesel,SUV,7,First-Owner,Manual
2012 Honda City,City 2011-2013,2012,493000,Honda,84000,Petrol,Sedan,5,First-Owner,Manual
2009 Tata Manza,Manza,2009,220000,Tata,82000,Petrol,Sedan,5,Second-Owner,Manual
2022 Maruti Celerio,Celerio,2022,690000,Maruti,37000,Petrol,Hatchback,5,First-Owner,Manual
2012 Toyota Etios,Etios 2010-2012,2012,255000,Toyota,150000,Petrol,Sedan,5,Third-Owner,Manual
2016 Skoda Octavia,Octavia 2013-2017,2016,1275000,Skoda,61000,Diesel,Sedan,5,First-Owner,Automatic
2009 Mahindra Scorpio,Scorpio 2009-2014,2009,450000,Mahindra,56000,Diesel,SUV,8,First-Owner,Manual
2012 Maruti Swift,Swift 2010-2014,2012,410000,Maruti,87000,Diesel,Hatchback,5,First-Owner,Manual
2013 Maruti Swift Dzire,Swift Dzire 2011-2014,2013,475000,Maruti,70000,Petrol,Sedan,5,First-Owner,Manual
2015 Hyundai Grand i10,Grand i10 2013-2016,2015,425000,Hyundai,70000,Petrol,Hatchback,5,Third-Owner,Manual
2016 Volkswagen Polo,Polo 2015-2019,2016,575000,Volkswagen,79000,Petrol,Hatchback,5,Second-Owner,Manual
2017 Maruti Baleno,Baleno 2015-2022,2017,625000,Maruti,36000,Petrol,Hatchback,5,First-Owner,Automatic
2013 Hyundai i20,i20 2012-2015,2013,450000,Hyundai,25000,Petrol,Hatchback,5,Second-Owner,Automatic
2016 Maruti Ritz,Ritz,2016,465000,Maruti,58000,Diesel,Hatchback,5,First-Owner,Manual
